status,source,destination_or_error
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG12.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG12.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG13.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG13.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG13.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG13.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG13.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG13.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG14.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG14.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG14.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG14.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG14.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG14.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG15.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG15.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG15.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG15.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG15.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG15.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG16.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG16.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG16.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG16.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG16.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG16.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG17.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG17.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG17.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG17.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG17.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG17.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG18.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG18.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG18.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG18.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG18.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG18.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG19.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG19.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG19.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG19.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVG19.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVG19.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVGz_Doc_01.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVGz_Doc_01.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVGz_Doc_01.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVGz_Doc_01.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\NLVGz_Doc_01.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\NLVGz_Doc_01.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\NHU LAI VIEN GIAC KINH\desktop.ini,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\NHU LAI VIEN GIAC KINH\desktop.ini
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\FOUND_FILE_URLS.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\FOUND_FILE_URLS.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\FOUND_FILE_URLS.csv,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\FOUND_FILE_URLS.csv
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHAP-HOA-KINH.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHAP-HOA-KINH.pdf
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-01.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-02.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-03.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-04.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-05.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-06.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-07.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-08.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-09.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-10.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-11.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-12.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-13.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-14.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-15.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-16.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-17.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-18.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-19.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-20.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-D01.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-Doc-02.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-Doc-03.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-Doc-04.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-Doc-05.mp3,
SKIPPED_AUDIO,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-Doc-06.mp3,
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\huong-dan-Pháp-HOA_kg-co-ngu-thua.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\huong-dan-Pháp-HOA_kg-co-ngu-thua.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-01.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-01.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-01.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-01.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-01.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-01.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-02.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-02.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-02.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-02.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-02.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-02.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-03.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-03.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-03.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-03.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-03.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-03.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-04.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-04.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-04.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-04.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-04.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-04.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-05.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-05.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-05.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-05.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-05.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-05.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-06.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-06.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-06.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-06.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-06.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-06.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-09.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-09.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-09.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-09.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-09.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-09.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-08.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-08.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-08.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-08.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-08.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-08.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-07.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-07.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-07.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-07.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-07.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-07.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-10.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-10.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-10.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-10.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-10.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-10.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-11.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-11.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-11.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-11.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-11.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-11.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-12.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-12.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-12.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-12.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-12.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-12.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-13.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-13.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-13.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-13.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-13.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-13.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-14.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-14.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-14.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-14.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-14.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-14.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-15.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-15.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-15.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-15.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-15.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-15.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-16.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-16.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-16.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-16.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-16.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-16.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-17.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-17.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-17.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-17.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-17.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-17.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-18.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-18.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-18.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-18.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-18.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-18.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-19.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-19.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-19.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-19.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-19.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-19.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-20.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-20.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-20.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-20.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PHOA-20.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PHOA-20.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-D01.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PhapHoa-D01.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-D01.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PhapHoa-D01.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-D01.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PhapHoa-D01.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\PHAP HOA KINH\PhapHoa-Doc-02.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\PHAP HOA KINH\PhapHoa-Doc-02.vi.txt
