status,source,destination_or_error
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-17.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-17.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-19.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-19.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-19.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-19.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-19.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-19.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-16.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-16.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-16.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-16.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-16.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-16.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-18.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-18.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-18.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-18.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-18.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-18.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-15.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-15.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-15.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-15.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-15.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-15.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-21.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-21.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-21.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-21.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-21.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-21.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-23.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-23.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-23.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-23.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-23.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-23.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-27.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-27.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-27.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-27.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-27.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-27.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-22.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-22.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-22.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-22.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-22.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-22.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-24.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-24.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-24.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-24.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-24.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-24.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-20.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-20.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-20.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-20.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-20.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-20.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-30.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-30.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-30.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-30.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-30.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-30.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-28.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-28.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-28.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-28.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-28.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-28.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-26.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-26.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-26.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-26.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-26.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-26.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-29.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-29.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-29.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-29.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-29.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-29.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-25.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-25.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-25.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-25.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-25.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-25.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-03.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-03.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-03.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-03.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-03.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-03.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-01.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-01.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-01.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-01.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-01.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-01.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-02.pdf,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-02.pdf
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-02.docx,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-02.docx
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-02.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BNHA-Doc-02.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-01.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-01.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-01.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-01.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-01.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-01.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-02.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-02.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-02.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-02.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-02.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-02.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-03.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-03.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-03.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-03.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-03.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-03.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-04.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-04.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-04.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-04.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-04.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-04.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-05.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-05.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-05.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-05.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-05.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-05.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-06.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-06.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-06.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-06.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-06.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-06.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-07.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-07.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-07.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-07.vi.vtt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-07.vi.srt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-07.vi.srt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-08.vi.txt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-08.vi.txt
COPIED,G:\My Drive\GhiAm2_Done\THICH_TU_THONG\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-08.vi.vtt,E:\DrugDev\NCT-App\GitHub_Repo\THICH_TU_THONG_ARCHIVES\KINH DAI THUA\8 BO KINH DAI THUA\BAT NHA BA LA MAT KINH\BN-08.vi.vtt
